match_id,battle_id,order,camp,type,hero
2026013102,1272988176_8_1769852757,1,2,ban,女娲
2026013102,1272988176_8_1769852757,2,1,ban,镜
2026013102,1272988176_8_1769852757,3,2,ban,曹操
2026013102,1272988176_8_1769852757,4,1,pick,盾山
2026013102,1272988176_8_1769852757,5,2,pick,苏烈
2026013102,1272988176_8_1769852757,6,2,pick,沈梦溪
2026013102,1272988176_8_1769852757,7,1,pick,元流之子(坦克)
2026013102,1272988176_8_1769852757,8,1,pick,艾琳
2026013102,1272988176_8_1769852757,9,2,pick,阿古朵
2026013102,1272988176_8_1769852757,10,2,ban,不知火舞
2026013102,1272988176_8_1769852757,11,1,ban,蚩奼
2026013102,1272988176_8_1769852757,12,2,ban,嬴政
2026013102,1272988176_8_1769852757,13,1,ban,敖隐
2026013102,1272988176_8_1769852757,14,2,ban,关羽
2026013102,1272988176_8_1769852757,15,1,ban,夏洛特
2026013102,1272988176_8_1769852757,16,2,pick,狂铁
2026013102,1272988176_8_1769852757,17,1,pick,影
2026013102,1272988176_8_1769852757,18,1,pick,嫦娥
2026013102,1272988176_8_1769852757,19,2,pick,孙权
2026020603,48251408_57_1770384412,0,1,ban,苏烈
2026020603,48251408_57_1770384412,1,2,ban,盾山
2026020603,48251408_57_1770384412,2,1,ban,鲁班大师
2026020603,48251408_57_1770384412,3,2,ban,空空儿
2026020603,48251408_57_1770384412,4,1,pick,少司缘
2026020603,48251408_57_1770384412,5,2,pick,敖隐
2026020603,48251408_57_1770384412,6,2,pick,夏洛特
2026020603,48251408_57_1770384412,7,1,pick,苍
2026020603,48251408_57_1770384412,8,1,pick,沈梦溪
2026020603,48251408_57_1770384412,9,2,pick,海月
2026020603,48251408_57_1770384412,10,2,ban,阿古朵
2026020603,48251408_57_1770384412,11,1,ban,大司命
2026020603,48251408_57_1770384412,12,2,ban,元流之子(坦克)
2026020603,48251408_57_1770384412,13,1,ban,张飞
2026020603,48251408_57_1770384412,14,2,ban,白起
2026020603,48251408_57_1770384412,15,1,ban,镜
2026020603,48251408_57_1770384412,16,2,pick,朵莉亚
2026020603,48251408_57_1770384412,17,1,pick,夏侯惇
2026020603,48251408_57_1770384412,18,1,pick,狂铁
2026020603,48251408_57_1770384412,19,2,pick,杨戬
2026020702,1272988176_21_1770456952,0,1,ban,沈梦溪
2026020702,1272988176_21_1770456952,1,2,ban,空空儿
2026020702,1272988176_21_1770456952,2,1,ban,敖隐
2026020702,1272988176_21_1770456952,3,2,ban,鲁班大师
2026020702,1272988176_21_1770456952,4,1,pick,盾山
2026020702,1272988176_21_1770456952,5,2,pick,蚩奼
2026020702,1272988176_21_1770456952,6,2,pick,苏烈
2026020702,1272988176_21_1770456952,7,1,pick,艾琳
2026020702,1272988176_21_1770456952,8,1,pick,元流之子(坦克)
2026020702,1272988176_21_1770456952,9,2,pick,阿古朵
2026020702,1272988176_21_1770456952,10,2,ban,司空震
2026020702,1272988176_21_1770456952,11,1,ban,西施
2026020702,1272988176_21_1770456952,12,2,ban,曹操
2026020702,1272988176_21_1770456952,13,1,ban,女娲
2026020702,1272988176_21_1770456952,14,2,ban,马超
2026020702,1272988176_21_1770456952,15,1,ban,夏洛特
2026020702,1272988176_21_1770456952,16,2,pick,关羽
2026020702,1272988176_21_1770456952,17,1,pick,武则天
2026020702,1272988176_21_1770456952,18,1,pick,姬小满
2026020702,1272988176_21_1770456952,19,2,pick,安琪拉
2026020502,501236240_19_1770285506,0,1,ban,鲁班大师
2026020502,501236240_19_1770285506,1,2,ban,敖隐
2026020502,501236240_19_1770285506,2,1,ban,狂铁
2026020502,501236240_19_1770285506,3,2,ban,空空儿
2026020502,501236240_19_1770285506,4,1,pick,曹操
2026020502,501236240_19_1770285506,5,2,pick,孙尚香
2026020502,501236240_19_1770285506,6,2,pick,太乙真人
2026020502,501236240_19_1770285506,7,1,pick,盾山
2026020502,501236240_19_1770285506,8,1,pick,艾琳
2026020502,501236240_19_1770285506,9,2,pick,西施
2026020502,501236240_19_1770285506,10,2,ban,镜
2026020502,501236240_19_1770285506,11,1,ban,宫本武藏
2026020502,501236240_19_1770285506,12,2,ban,暃
2026020502,501236240_19_1770285506,13,1,ban,蒙恬
2026020502,501236240_19_1770285506,14,2,ban,女娲
2026020502,501236240_19_1770285506,15,1,ban,关羽
2026020502,501236240_19_1770285506,16,2,pick,哪吒
2026020502,501236240_19_1770285506,17,1,pick,阿古朵
2026020502,501236240_19_1770285506,18,1,pick,嬴政
2026020502,501236240_19_1770285506,19,2,pick,蚩奼
2026020701,501236240_23_1770446180,0,1,ban,盾山
2026020701,501236240_23_1770446180,1,2,ban,鲁班大师
2026020701,501236240_23_1770446180,2,1,ban,敖隐
2026020701,501236240_23_1770446180,3,2,ban,空空儿
2026020701,501236240_23_1770446180,4,1,pick,苏烈
2026020701,501236240_23_1770446180,5,2,pick,沈梦溪
2026020701,501236240_23_1770446180,6,2,pick,张飞
2026020701,501236240_23_1770446180,7,1,pick,不知火舞
2026020701,501236240_23_1770446180,8,1,pick,阿古朵
2026020701,501236240_23_1770446180,9,2,pick,狂铁
2026020701,501236240_23_1770446180,10,2,ban,吕布
2026020701,501236240_23_1770446180,11,1,ban,宫本武藏
2026020701,501236240_23_1770446180,12,2,ban,关羽
2026020701,501236240_23_1770446180,13,1,ban,裴擒虎
2026020701,501236240_23_1770446180,14,2,ban,夏洛特
2026020701,501236240_23_1770446180,15,1,ban,蚩奼
2026020701,501236240_23_1770446180,16,2,pick,戈娅
2026020701,501236240_23_1770446180,17,1,pick,艾琳
2026020701,501236240_23_1770446180,18,1,pick,曹操
2026020701,501236240_23_1770446180,19,2,pick,铠
2026020702,1272988176_20_1770454969,0,1,ban,元流之子(辅助)
2026020702,1272988176_20_1770454969,1,2,ban,鲁班大师
2026020702,1272988176_20_1770454969,2,1,ban,镜
2026020702,1272988176_20_1770454969,3,2,ban,盾山
2026020702,1272988176_20_1770454969,4,1,pick,空空儿
2026020702,1272988176_20_1770454969,5,2,pick,张飞
2026020702,1272988176_20_1770454969,6,2,pick,公孙离
2026020702,1272988176_20_1770454969,7,1,pick,小乔
2026020702,1272988176_20_1770454969,8,1,pick,戈娅
2026020702,1272988176_20_1770454969,9,2,pick,沈梦溪
2026020702,1272988176_20_1770454969,10,2,ban,橘右京
2026020702,1272988176_20_1770454969,11,1,ban,哪吒
2026020702,1272988176_20_1770454969,12,2,ban,曹操
2026020702,1272988176_20_1770454969,13,1,ban,暃
2026020702,1272988176_20_1770454969,14,2,ban,老夫子
2026020702,1272988176_20_1770454969,15,1,ban,司空震
2026020702,1272988176_20_1770454969,16,2,pick,夏洛特
2026020702,1272988176_20_1770454969,17,1,pick,狂铁
2026020702,1272988176_20_1770454969,18,1,pick,夏侯惇
2026020702,1272988176_20_1770454969,19,2,pick,大司命
2026020701,501236240_26_1770451972,0,1,ban,鲁班大师
2026020701,501236240_26_1770451972,1,2,ban,盾山
2026020701,501236240_26_1770451972,2,1,ban,女娲
2026020701,501236240_26_1770451972,3,2,ban,空空儿
2026020701,501236240_26_1770451972,4,1,pick,小乔
2026020701,501236240_26_1770451972,5,2,pick,夏洛特
2026020701,501236240_26_1770451972,6,2,pick,海月
2026020701,501236240_26_1770451972,7,1,pick,阿古朵
2026020701,501236240_26_1770451972,8,1,pick,苏烈
2026020701,501236240_26_1770451972,9,2,pick,公孙离
2026020701,501236240_26_1770451972,10,2,ban,曹操
2026020701,501236240_26_1770451972,11,1,ban,宫本武藏
2026020701,501236240_26_1770451972,12,2,ban,蒙恬
2026020701,501236240_26_1770451972,13,1,ban,镜
2026020701,501236240_26_1770451972,14,2,ban,后羿
2026020701,501236240_26_1770451972,15,1,ban,杨戬
2026020701,501236240_26_1770451972,16,2,pick,张飞
2026020701,501236240_26_1770451972,17,1,pick,关羽
2026020701,501236240_26_1770451972,18,1,pick,苍
2026020701,501236240_26_1770451972,19,2,pick,暃
2026020701,501236240_24_1770448010,0,1,ban,鲁班大师
2026020701,501236240_24_1770448010,1,2,ban,盾山
2026020701,501236240_24_1770448010,2,1,ban,空空儿
2026020701,501236240_24_1770448010,3,2,ban,敖隐
2026020701,501236240_24_1770448010,4,1,pick,少司缘
2026020701,501236240_24_1770448010,5,2,pick,蚩奼
2026020701,501236240_24_1770448010,6,2,pick,沈梦溪
2026020701,501236240_24_1770448010,7,1,pick,白起
2026020701,501236240_24_1770448010,8,1,pick,海月
2026020701,501236240_24_1770448010,9,2,pick,狂铁
2026020701,501236240_24_1770448010,10,2,ban,艾琳
2026020701,501236240_24_1770448010,11,1,ban,裴擒虎
2026020701,501236240_24_1770448010,12,2,ban,阿古朵
2026020701,501236240_24_1770448010,13,1,ban,宫本武藏
2026020701,501236240_24_1770448010,14,2,ban,大司命
2026020701,501236240_24_1770448010,15,1,ban,元流之子(坦克)
2026020701,501236240_24_1770448010,16,2,pick,太乙真人
2026020701,501236240_24_1770448010,17,1,pick,孙权
2026020701,501236240_24_1770448010,18,1,pick,夏侯惇
2026020701,501236240_24_1770448010,19,2,pick,诸葛亮
2026020701,501236240_25_1770449685,0,1,ban,盾山
2026020701,501236240_25_1770449685,1,2,ban,鲁班大师
2026020701,501236240_25_1770449685,2,1,ban,苏烈
2026020701,501236240_25_1770449685,3,2,ban,公孙离
2026020701,501236240_25_1770449685,4,1,pick,空空儿
2026020701,501236240_25_1770449685,5,2,pick,敖隐
2026020701,501236240_25_1770449685,6,2,pick,杨玉环
2026020701,501236240_25_1770449685,7,1,pick,戈娅
2026020701,501236240_25_1770449685,8,1,pick,马超
2026020701,501236240_25_1770449685,9,2,pick,夏洛特
2026020701,501236240_25_1770449685,10,2,ban,女娲
2026020701,501236240_25_1770449685,11,1,ban,宫本武藏
2026020701,501236240_25_1770449685,12,2,ban,小乔
2026020701,501236240_25_1770449685,13,1,ban,哪吒
2026020701,501236240_25_1770449685,14,2,ban,海月
2026020701,501236240_25_1770449685,15,1,ban,海诺
2026020701,501236240_25_1770449685,16,2,pick,武则天
2026020701,501236240_25_1770449685,17,1,pick,裴擒虎
2026020701,501236240_25_1770449685,18,1,pick,嫦娥
2026020701,501236240_25_1770449685,19,2,pick,镜
2026020703,1222656528_14_1770467335,0,1,ban,敖隐
2026020703,1222656528_14_1770467335,1,2,ban,空空儿
2026020703,1222656528_14_1770467335,2,1,ban,苏烈
2026020703,1222656528_14_1770467335,3,2,ban,沈梦溪
2026020703,1222656528_14_1770467335,4,1,pick,盾山
2026020703,1222656528_14_1770467335,5,2,pick,太乙真人
2026020703,1222656528_14_1770467335,6,2,pick,孙尚香
2026020703,1222656528_14_1770467335,7,1,pick,蚩奼
2026020703,1222656528_14_1770467335,8,1,pick,女娲
2026020703,1222656528_14_1770467335,9,2,pick,西施
2026020703,1222656528_14_1770467335,10,2,ban,镜
2026020703,1222656528_14_1770467335,11,1,ban,哪吒
2026020703,1222656528_14_1770467335,12,2,ban,暃
2026020703,1222656528_14_1770467335,13,1,ban,橘右京
2026020703,1222656528_14_1770467335,14,2,ban,关羽
2026020703,1222656528_14_1770467335,15,1,ban,宫本武藏
2026020703,1222656528_14_1770467335,16,2,pick,大司命
2026020703,1222656528_14_1770467335,17,1,pick,阿古朵
2026020703,1222656528_14_1770467335,18,1,pick,孙策
2026020703,1222656528_14_1770467335,19,2,pick,曹操
2026020502,501236240_17_1770281999,0,1,ban,元流之子(辅助)
2026020502,501236240_17_1770281999,1,2,ban,空空儿
2026020502,501236240_17_1770281999,2,1,ban,苏烈
2026020502,501236240_17_1770281999,3,2,ban,沈梦溪
2026020502,501236240_17_1770281999,4,1,pick,敖隐
2026020502,501236240_17_1770281999,5,2,pick,裴擒虎
2026020502,501236240_17_1770281999,6,2,pick,鲁班大师
2026020502,501236240_17_1770281999,7,1,pick,司空震
2026020502,501236240_17_1770281999,8,1,pick,盾山
2026020502,501236240_17_1770281999,9,2,pick,狂铁
2026020502,501236240_17_1770281999,10,2,ban,大司命
2026020502,501236240_17_1770281999,11,1,ban,海月
2026020502,501236240_17_1770281999,12,2,ban,橘右京
2026020502,501236240_17_1770281999,13,1,ban,公孙离
2026020502,501236240_17_1770281999,14,2,ban,元流之子(坦克)
2026020502,501236240_17_1770281999,15,1,ban,女娲
2026020502,501236240_17_1770281999,16,2,pick,李元芳
2026020502,501236240_17_1770281999,17,1,pick,阿古朵
2026020502,501236240_17_1770281999,18,1,pick,不知火舞
2026020502,501236240_17_1770281999,19,2,pick,海诺
2026013003,501236240_5_1769783903,0,1,ban,鲁班大师
2026013003,501236240_5_1769783903,1,2,ban,沈梦溪
2026013003,501236240_5_1769783903,2,1,ban,关羽
2026013003,501236240_5_1769783903,3,2,ban,空空儿
2026013003,501236240_5_1769783903,4,1,pick,盾山
2026013003,501236240_5_1769783903,5,2,pick,苏烈
2026013003,501236240_5_1769783903,6,2,pick,蚩奼
2026013003,501236240_5_1769783903,7,1,pick,艾琳
2026013003,501236240_5_1769783903,8,1,pick,曹操
2026013003,501236240_5_1769783903,9,2,pick,海月
2026013003,501236240_5_1769783903,10,2,ban,女娲
2026013003,501236240_5_1769783903,11,1,ban,暃
2026013003,501236240_5_1769783903,12,2,ban,小乔
2026013003,501236240_5_1769783903,13,1,ban,宫本武藏
2026013003,501236240_5_1769783903,14,2,ban,甄姬
2026013003,501236240_5_1769783903,15,1,ban,镜
2026013003,501236240_5_1769783903,16,2,pick,夏洛特
2026013003,501236240_5_1769783903,17,1,pick,武则天
2026013003,501236240_5_1769783903,18,1,pick,阿古朵
2026013003,501236240_5_1769783903,19,2,pick,橘右京
2026013003,501236240_7_1769787484,0,1,ban,盾山
2026013003,501236240_7_1769787484,1,2,ban,沈梦溪
2026013003,501236240_7_1769787484,2,1,ban,鲁班大师
2026013003,501236240_7_1769787484,3,2,ban,苏烈
2026013003,501236240_7_1769787484,4,1,pick,蚩奼
2026013003,501236240_7_1769787484,5,2,pick,公孙离
2026013003,501236240_7_1769787484,6,2,pick,太乙真人
2026013003,501236240_7_1769787484,7,1,pick,少司缘
2026013003,501236240_7_1769787484,8,1,pick,铠
2026013003,501236240_7_1769787484,9,2,pick,司空震
2026013003,501236240_7_1769787484,10,2,ban,戈娅
2026013003,501236240_7_1769787484,11,1,ban,西施
2026013003,501236240_7_1769787484,12,2,ban,小乔
2026013003,501236240_7_1769787484,13,1,ban,甄姬
2026013003,501236240_7_1769787484,14,2,ban,女娲
2026013003,501236240_7_1769787484,15,1,ban,嬴政
2026013003,501236240_7_1769787484,16,2,pick,安琪拉
2026013003,501236240_7_1769787484,17,1,pick,海月
2026013003,501236240_7_1769787484,18,1,pick,影
2026013003,501236240_7_1769787484,19,2,pick,裴擒虎
2026020603,48251408_56_1770382536,0,1,ban,镜
2026020603,48251408_56_1770382536,1,2,ban,盾山
2026020603,48251408_56_1770382536,2,1,ban,鲁班大师
2026020603,48251408_56_1770382536,3,2,ban,空空儿
2026020603,48251408_56_1770382536,4,1,pick,苏烈
2026020603,48251408_56_1770382536,5,2,pick,张良
2026020603,48251408_56_1770382536,6,2,pick,王昭君
2026020603,48251408_56_1770382536,7,1,pick,海月
2026020603,48251408_56_1770382536,8,1,pick,敖隐
2026020603,48251408_56_1770382536,9,2,pick,阿古朵
2026020603,48251408_56_1770382536,10,2,ban,白起
2026020603,48251408_56_1770382536,11,1,ban,狂铁
2026020603,48251408_56_1770382536,12,2,ban,铠
2026020603,48251408_56_1770382536,13,1,ban,后羿
2026020603,48251408_56_1770382536,14,2,ban,曹操
2026020603,48251408_56_1770382536,15,1,ban,夏洛特
2026020603,48251408_56_1770382536,16,2,pick,苍
2026020603,48251408_56_1770382536,17,1,pick,裴擒虎
2026020603,48251408_56_1770382536,18,1,pick,孙策
2026020603,48251408_56_1770382536,19,2,pick,马超
2026020402,48251408_36_1770196470,0,1,ban,元流之子(辅助)
2026020402,48251408_36_1770196470,1,2,ban,空空儿
2026020402,48251408_36_1770196470,2,1,ban,苏烈
2026020402,48251408_36_1770196470,3,2,ban,沈梦溪
2026020402,48251408_36_1770196470,4,1,pick,盾山
2026020402,48251408_36_1770196470,5,2,pick,孙尚香
2026020402,48251408_36_1770196470,6,2,pick,太乙真人
2026020402,48251408_36_1770196470,7,1,pick,艾琳
2026020402,48251408_36_1770196470,8,1,pick,海月
2026020402,48251408_36_1770196470,9,2,pick,西施
2026020402,48251408_36_1770196470,10,2,ban,镜
2026020402,48251408_36_1770196470,11,1,ban,阿古朵
2026020402,48251408_36_1770196470,12,2,ban,关羽
2026020402,48251408_36_1770196470,13,1,ban,宫本武藏
2026020402,48251408_36_1770196470,14,2,ban,司空震
2026020402,48251408_36_1770196470,15,1,ban,蒙恬
2026020402,48251408_36_1770196470,16,2,pick,夏洛特
2026020402,48251408_36_1770196470,17,1,pick,夏侯惇
2026020402,48251408_36_1770196470,18,1,pick,曹操
2026020402,48251408_36_1770196470,19,2,pick,曜
2026020501,48251408_43_1770275528,0,1,ban,鲁班大师
2026020501,48251408_43_1770275528,1,2,ban,盾山
2026020501,48251408_43_1770275528,2,1,ban,公孙离
2026020501,48251408_43_1770275528,3,2,ban,空空儿
2026020501,48251408_43_1770275528,4,1,pick,戈娅
2026020501,48251408_43_1770275528,5,2,pick,苏烈
2026020501,48251408_43_1770275528,6,2,pick,蚩奼
2026020501,48251408_43_1770275528,7,1,pick,大司命
2026020501,48251408_43_1770275528,8,1,pick,少司缘
2026020501,48251408_43_1770275528,9,2,pick,海月
2026020501,48251408_43_1770275528,10,2,ban,女娲
2026020501,48251408_43_1770275528,11,1,ban,阿古朵
2026020501,48251408_43_1770275528,12,2,ban,沈梦溪
2026020501,48251408_43_1770275528,13,1,ban,宫本武藏
2026020501,48251408_43_1770275528,14,2,ban,狂铁
2026020501,48251408_43_1770275528,15,1,ban,暃
2026020501,48251408_43_1770275528,16,2,pick,镜
2026020501,48251408_43_1770275528,17,1,pick,武则天
2026020501,48251408_43_1770275528,18,1,pick,曹操
2026020501,48251408_43_1770275528,19,2,pick,司空震
2026020402,48251408_38_1770200061,0,1,ban,鲁班大师
2026020402,48251408_38_1770200061,1,2,ban,空空儿
2026020402,48251408_38_1770200061,2,1,ban,关羽
2026020402,48251408_38_1770200061,3,2,ban,阿古朵
2026020402,48251408_38_1770200061,4,1,pick,沈梦溪
2026020402,48251408_38_1770200061,5,2,pick,大司命
2026020402,48251408_38_1770200061,6,2,pick,苏烈
2026020402,48251408_38_1770200061,7,1,pick,戈娅
2026020402,48251408_38_1770200061,8,1,pick,少司缘
2026020402,48251408_38_1770200061,9,2,pick,不知火舞
2026020402,48251408_38_1770200061,10,2,ban,夏洛特
2026020402,48251408_38_1770200061,11,1,ban,艾琳
2026020402,48251408_38_1770200061,12,2,ban,白起
2026020402,48251408_38_1770200061,13,1,ban,司空震
2026020402,48251408_38_1770200061,14,2,ban,影
2026020402,48251408_38_1770200061,15,1,ban,公孙离
2026020402,48251408_38_1770200061,16,2,pick,狂铁
2026020402,48251408_38_1770200061,17,1,pick,吕布
2026020402,48251408_38_1770200061,18,1,pick,橘右京
2026020402,48251408_38_1770200061,19,2,pick,后羿
2026020703,1222656528_16_1770470651,0,1,ban,鲁班大师
2026020703,1222656528_16_1770470651,1,2,ban,盾山
2026020703,1222656528_16_1770470651,2,1,ban,狂铁
2026020703,1222656528_16_1770470651,3,2,ban,敖隐
2026020703,1222656528_16_1770470651,4,1,pick,空空儿
2026020703,1222656528_16_1770470651,5,2,pick,公孙离
2026020703,1222656528_16_1770470651,6,2,pick,张飞
2026020703,1222656528_16_1770470651,7,1,pick,橘右京
2026020703,1222656528_16_1770470651,8,1,pick,沈梦溪
2026020703,1222656528_16_1770470651,9,2,pick,海诺
2026020703,1222656528_16_1770470651,10,2,ban,戈娅
2026020703,1222656528_16_1770470651,11,1,ban,暃
2026020703,1222656528_16_1770470651,12,2,ban,影
2026020703,1222656528_16_1770470651,13,1,ban,镜
2026020703,1222656528_16_1770470651,14,2,ban,苍
2026020703,1222656528_16_1770470651,15,1,ban,达摩
2026020703,1222656528_16_1770470651,16,2,pick,云缨
2026020703,1222656528_16_1770470651,17,1,pick,李元芳
2026020703,1222656528_16_1770470651,18,1,pick,司空震
2026020703,1222656528_16_1770470651,19,2,pick,关羽
2026012303,48251408_36_1769174258,0,1,ban,狄仁杰
2026012303,48251408_36_1769174258,1,2,ban,鲁班大师
2026012303,48251408_36_1769174258,2,1,ban,大司命
2026012303,48251408_36_1769174258,3,2,ban,盾山
2026012303,48251408_36_1769174258,4,1,pick,苏烈
2026012303,48251408_36_1769174258,5,2,pick,空空儿
2026012303,48251408_36_1769174258,6,2,pick,公孙离
2026012303,48251408_36_1769174258,7,1,pick,敖隐
2026012303,48251408_36_1769174258,8,1,pick,沈梦溪
2026012303,48251408_36_1769174258,9,2,pick,马超
2026012303,48251408_36_1769174258,10,2,ban,狂铁
2026012303,48251408_36_1769174258,11,1,ban,橘右京
2026012303,48251408_36_1769174258,12,2,ban,宫本武藏
2026012303,48251408_36_1769174258,13,1,ban,裴擒虎
2026012303,48251408_36_1769174258,14,2,ban,老夫子
2026012303,48251408_36_1769174258,15,1,ban,海月
2026012303,48251408_36_1769174258,16,2,pick,小乔
2026012303,48251408_36_1769174258,17,1,pick,夏洛特
2026012303,48251408_36_1769174258,18,1,pick,哪吒
2026012303,48251408_36_1769174258,19,2,pick,夏侯惇
2026020802,836780560_20_1770541275,0,1,ban,元流之子(辅助)
2026020802,836780560_20_1770541275,1,2,ban,橘右京
2026020802,836780560_20_1770541275,2,1,ban,苏烈
2026020802,836780560_20_1770541275,3,2,ban,盾山
2026020802,836780560_20_1770541275,4,1,pick,鲁班大师
2026020802,836780560_20_1770541275,5,2,pick,敖隐
2026020802,836780560_20_1770541275,6,2,pick,沈梦溪
2026020802,836780560_20_1770541275,7,1,pick,裴擒虎
2026020802,836780560_20_1770541275,8,1,pick,狂铁
2026020802,836780560_20_1770541275,9,2,pick,大司命
2026020802,836780560_20_1770541275,10,2,ban,海月
2026020802,836780560_20_1770541275,11,1,ban,张飞
2026020802,836780560_20_1770541275,12,2,ban,王昭君
2026020802,836780560_20_1770541275,13,1,ban,廉颇
2026020802,836780560_20_1770541275,14,2,ban,安琪拉
2026020802,836780560_20_1770541275,15,1,ban,关羽
2026020802,836780560_20_1770541275,16,2,pick,夏洛特
2026020802,836780560_20_1770541275,17,1,pick,李元芳
2026020802,836780560_20_1770541275,18,1,pick,小乔
2026020802,836780560_20_1770541275,19,2,pick,墨子
2026012303,48251408_35_1769172235,0,1,ban,狄仁杰
2026012303,48251408_35_1769172235,1,2,ban,鲁班大师
2026012303,48251408_35_1769172235,2,1,ban,镜
2026012303,48251408_35_1769172235,3,2,ban,沈梦溪
2026012303,48251408_35_1769172235,4,1,pick,空空儿
2026012303,48251408_35_1769172235,5,2,pick,艾琳
2026012303,48251408_35_1769172235,6,2,pick,盾山
2026012303,48251408_35_1769172235,7,1,pick,戈娅
2026012303,48251408_35_1769172235,8,1,pick,小乔
2026012303,48251408_35_1769172235,9,2,pick,女娲
2026012303,48251408_35_1769172235,10,2,ban,哪吒
2026012303,48251408_35_1769172235,11,1,ban,元流之子(坦克)
2026012303,48251408_35_1769172235,12,2,ban,关羽
2026012303,48251408_35_1769172235,13,1,ban,宫本武藏
2026012303,48251408_35_1769172235,14,2,ban,大司命
2026012303,48251408_35_1769172235,15,1,ban,夏侯惇
2026012303,48251408_35_1769172235,16,2,pick,狂铁
2026012303,48251408_35_1769172235,17,1,pick,白起
2026012303,48251408_35_1769172235,18,1,pick,橘右京
2026012303,48251408_35_1769172235,19,2,pick,暃
2026011501,48251408_42_1768459382,0,1,ban,公孙离
2026011501,48251408_42_1768459382,1,2,ban,空空儿
2026011501,48251408_42_1768459382,2,1,ban,元流之子(辅助)
2026011501,48251408_42_1768459382,3,2,ban,鲁班大师
2026011501,48251408_42_1768459382,4,1,pick,盾山
2026011501,48251408_42_1768459382,5,2,pick,苏烈
2026011501,48251408_42_1768459382,6,2,pick,蚩奼
2026011501,48251408_42_1768459382,7,1,pick,艾琳
2026011501,48251408_42_1768459382,8,1,pick,元流之子(坦克)
2026011501,48251408_42_1768459382,9,2,pick,阿古朵
2026011501,48251408_42_1768459382,10,2,ban,海月
2026011501,48251408_42_1768459382,11,1,ban,女娲
2026011501,48251408_42_1768459382,12,2,ban,司空震
2026011501,48251408_42_1768459382,13,1,ban,西施
2026011501,48251408_42_1768459382,14,2,ban,曹操
2026011501,48251408_42_1768459382,15,1,ban,关羽
2026011501,48251408_42_1768459382,16,2,pick,沈梦溪
2026011501,48251408_42_1768459382,17,1,pick,不知火舞
2026011501,48251408_42_1768459382,18,1,pick,夏洛特
2026011501,48251408_42_1768459382,19,2,pick,狂铁
2026020703,1222656528_13_1770465679,0,1,ban,女娲
2026020703,1222656528_13_1770465679,1,2,ban,盾山
2026020703,1222656528_13_1770465679,2,1,ban,沈梦溪
2026020703,1222656528_13_1770465679,3,2,ban,空空儿
2026020703,1222656528_13_1770465679,4,1,pick,敖隐
2026020703,1222656528_13_1770465679,5,2,pick,元流之子(射手)
2026020703,1222656528_13_1770465679,6,2,pick,鲁班大师
2026020703,1222656528_13_1770465679,7,1,pick,裴擒虎
2026020703,1222656528_13_1770465679,8,1,pick,甄姬
2026020703,1222656528_13_1770465679,9,2,pick,杨戬
2026020703,1222656528_13_1770465679,10,2,ban,关羽
2026020703,1222656528_13_1770465679,11,1,ban,不知火舞
2026020703,1222656528_13_1770465679,12,2,ban,张飞
2026020703,1222656528_13_1770465679,13,1,ban,干将莫邪
2026020703,1222656528_13_1770465679,14,2,ban,墨子
2026020703,1222656528_13_1770465679,15,1,ban,嬴政
2026020703,1222656528_13_1770465679,16,2,pick,狂铁
2026020703,1222656528_13_1770465679,17,1,pick,孙膑
2026020703,1222656528_13_1770465679,18,1,pick,白起
2026020703,1222656528_13_1770465679,19,2,pick,小乔
2026020802,836780560_23_1770548266,0,1,ban,盾山
2026020802,836780560_23_1770548266,1,2,ban,鲁班大师
2026020802,836780560_23_1770548266,2,1,ban,空空儿
2026020802,836780560_23_1770548266,3,2,ban,苏烈
2026020802,836780560_23_1770548266,4,1,pick,太乙真人
2026020802,836780560_23_1770548266,5,2,pick,敖隐
2026020802,836780560_23_1770548266,6,2,pick,少司缘
2026020802,836780560_23_1770548266,7,1,pick,孙尚香
2026020802,836780560_23_1770548266,8,1,pick,海月
2026020802,836780560_23_1770548266,9,2,pick,嬴政
2026020802,836780560_23_1770548266,10,2,ban,狂铁
2026020802,836780560_23_1770548266,11,1,ban,蒙恬
2026020802,836780560_23_1770548266,12,2,ban,杨戬
2026020802,836780560_23_1770548266,13,1,ban,白起
2026020802,836780560_23_1770548266,14,2,ban,夏侯惇
2026020802,836780560_23_1770548266,15,1,ban,阿古朵
2026020802,836780560_23_1770548266,16,2,pick,元流之子(坦克)
2026020802,836780560_23_1770548266,17,1,pick,云缨
2026020802,836780560_23_1770548266,18,1,pick,关羽
2026020802,836780560_23_1770548266,19,2,pick,马超
2026021003,48251408_7_1770727156,0,1,ban,元流之子(辅助)
2026021003,48251408_7_1770727156,1,2,ban,沈梦溪
2026021003,48251408_7_1770727156,2,1,ban,苏烈
2026021003,48251408_7_1770727156,3,2,ban,夏洛特
2026021003,48251408_7_1770727156,4,1,pick,敖隐
2026021003,48251408_7_1770727156,5,2,pick,盾山
2026021003,48251408_7_1770727156,6,2,pick,女娲
2026021003,48251408_7_1770727156,7,1,pick,元流之子(坦克)
2026021003,48251408_7_1770727156,8,1,pick,墨子
2026021003,48251408_7_1770727156,9,2,pick,艾琳
2026021003,48251408_7_1770727156,10,2,ban,不知火舞
2026021003,48251408_7_1770727156,11,1,ban,阿古朵
2026021003,48251408_7_1770727156,12,2,ban,小乔
2026021003,48251408_7_1770727156,13,1,ban,夏侯惇
