match_id,battle_id,team,player,hero,kill,death,assist,kda,gold,win
2026011401,48251408_33_1768377049,北京JDG,清融,安琪拉,0,2,1,0.5,6665,0
2026011401,48251408_33_1768377049,武汉eStarPro,Ming,嬴政,3,0,4,7.0,8199,1
2026012301,836780560_5_1769152178,西安WE,明崽,西施,0,2,3,1.5,6643,1
2026012301,836780560_5_1769152178,杭州LGD.NBW,米苏,云缨,3,1,1,4.0,10827,0
2026012301,836780560_5_1769152178,杭州LGD.NBW,小久,戈娅,1,1,3,4.0,10685,0
2026012301,836780560_5_1769152178,西安WE,文涛,夏洛特,3,1,0,3.0,11240,1
2026012301,836780560_5_1769152178,杭州LGD.NBW,小崽,苏烈,0,1,5,5.0,7181,0
2026012301,836780560_5_1769152178,西安WE,子意,元流之子(坦克),0,2,6,3.0,10852,1
2026012301,836780560_5_1769152178,西安WE,昭珏,孙尚香,3,0,1,4.0,14128,1
2026012301,836780560_5_1769152178,杭州LGD.NBW,小落,狂铁,2,2,3,2.5,9322,0
2026012301,836780560_5_1769152178,西安WE,忆安,太乙真人,0,1,4,4.0,7157,1
2026012301,836780560_5_1769152178,杭州LGD.NBW,九尾,女娲,0,1,5,5.0,9387,0
2026012403,48251408_51_1769263994,无锡TCG,光明,司空震,0,2,2,1.0,10867,0
2026012403,48251408_51_1769263994,无锡TCG,安凉,夏侯惇,1,2,3,2.0,8845,0
2026012403,48251408_51_1769263994,北京WB,听悦,嫦娥,1,1,7,8.0,10849,1
2026012403,48251408_51_1769263994,无锡TCG,北觅,敖隐,2,2,2,2.0,10306,0
2026012403,48251408_51_1769263994,北京WB,玖欣,张飞,1,0,7,8.0,8493,1
2026012403,48251408_51_1769263994,北京WB,小麦,后羿,3,1,6,9.0,12393,1
2026012403,48251408_51_1769263994,无锡TCG,清弦,女娲,0,1,3,3.0,9004,0
2026012403,48251408_51_1769263994,北京WB,梓墨,蚩奼,2,0,5,7.0,13007,1
2026012403,48251408_51_1769263994,北京WB,暖阳,裴擒虎,2,2,1,1.5,12325,1
2026012403,48251408_51_1769263994,无锡TCG,数字,太乙真人,1,2,3,2.0,7689,0
2026011402,48251408_37_1768386455,重庆狼队,信,元流之子(辅助),0,2,0,0.0,7072,0
2026011402,48251408_37_1768386455,深圳DYG,向鱼,王昭君,3,0,4,7.0,7824,1
2026011402,48251408_37_1768386455,深圳DYG,小乐,狂铁,0,0,6,6.0,11021,1
2026011402,48251408_37_1768386455,深圳DYG,落空,鲁班大师,0,1,7,7.0,7703,1
2026011402,48251408_37_1768386455,重庆狼队,紫幻,小乔,0,3,2,0.7,8140,0
2026011402,48251408_37_1768386455,深圳DYG,小轩,橘右京,5,1,3,8.0,14162,1
2026011402,48251408_37_1768386455,重庆狼队,小胖,韩信,2,3,1,1.0,10811,0
2026011402,48251408_37_1768386455,深圳DYG,钎城,蚩奼,1,1,1,2.0,11452,1
2026011402,48251408_37_1768386455,重庆狼队,道崽,敖隐,0,0,1,1.0,10497,0
